"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"escavalier","589","It charges its enemies, lances at the ready.
An image of one of its duels is captured in a famous
painting of Escavalier clashing with Sirfetch’d.","10","330","bug|steel","swarm|shell-armor|overcoat","karrablast|escavalier","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/escavalier.gif","https://projectpokemon.org/images/shiny-sprite/escavalier.gif"
"foongus","590","The spores released from this Pokémon’s hands
are highly poisonous, but when thoroughly dried,
the spores can be used as stomach medicine.","2","10","grass|poison","effect-spore|regenerator","foongus|amoonguss","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/foongus.gif","https://projectpokemon.org/images/shiny-sprite/foongus.gif"
"amoonguss","591","Amoonguss generally doesn’t move much. It
tends to stand still near Poké Balls that have
been dropped on the ground.","6","105","grass|poison","effect-spore|regenerator","foongus|amoonguss","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/amoonguss.gif","https://projectpokemon.org/images/shiny-sprite/amoonguss.gif"
"frillish","592","Legend has it that the residents of a sunken
ancient city changed into these Pokémon.","12","330","water|ghost","water-absorb|cursed-body|damp","frillish|jellicent","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/frillish.gif","https://projectpokemon.org/images/shiny-sprite/frillish.gif"
"jellicent","593","Whenever a full moon hangs in the night sky,
schools of Jellicent gather near the surface of
the sea, waiting for their prey to appear.","22","1350","water|ghost","water-absorb|cursed-body|damp","frillish|jellicent","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/jellicent.gif","https://projectpokemon.org/images/shiny-sprite/jellicent.gif"
"alomomola","594","The reason it helps Pokémon in a weakened
condition is that any Pokémon coming after
them may also attack Alomomola.","12","316","water","healer|hydration|regenerator","alomomola","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/alomomola.gif","https://projectpokemon.org/images/shiny-sprite/alomomola.gif"
"joltik","595","Joltik latch on to other Pokémon and suck out
static electricity. They’re often found sticking to
Yamper’s hindquarters.","1","6","bug|electric","compound-eyes|unnerve|swarm","joltik|galvantula","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/joltik.gif","https://projectpokemon.org/images/shiny-sprite/joltik.gif"
"galvantula","596","It lays traps of electrified threads near the nests
of bird Pokémon, aiming to snare chicks that are
not yet good at flying.","8","143","bug|electric","compound-eyes|unnerve|swarm","joltik|galvantula","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/galvantula.gif","https://projectpokemon.org/images/shiny-sprite/galvantula.gif"
"ferroseed","597","Mossy caves are their preferred dwellings.
Enzymes contained in mosses help Ferroseed’s
spikes grow big and strong.","6","188","grass|steel","iron-barbs","ferroseed|ferrothorn","False","False","False","255","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/ferroseed.gif","https://projectpokemon.org/images/shiny-sprite/ferroseed.gif"
"ferrothorn","598","Its spikes are harder than steel. This Pokémon
crawls across rock walls by stabbing the spikes
on its feelers into the stone.","10","1100","grass|steel","iron-barbs|anticipation","ferroseed|ferrothorn","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/ferrothorn.gif","https://projectpokemon.org/images/shiny-sprite/ferrothorn.gif"
"klink","599","It’s suspected that Klink were the inspiration
behind ancient people’s invention of the
first gears.","3","210","steel","plus|minus|clear-body","klink|klang|klinklang","False","False","False","130","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/klink.gif","https://projectpokemon.org/images/shiny-sprite/klink.gif"
"klang","600","Many companies in the Galar region choose
Klang as their logo. This Pokémon is considered
the symbol of industrial technology.","6","510","steel","plus|minus|clear-body","klink|klang|klinklang","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/klang.gif","https://projectpokemon.org/images/shiny-sprite/klang.gif"
"klinklang","601","The three gears that compose this Pokémon
spin at high speed. Its new spiked gear isn’t
a living creature.","6","810","steel","plus|minus|clear-body","klink|klang|klinklang","False","False","False","30","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/klinklang.gif","https://projectpokemon.org/images/shiny-sprite/klinklang.gif"
"tynamo","602","One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock.","2","3","electric","levitate","tynamo|eelektrik|eelektross","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/tynamo.gif","https://projectpokemon.org/images/shiny-sprite/tynamo.gif"
"eelektrik","603","These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity.","12","220","electric","levitate","tynamo|eelektrik|eelektross","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/eelektrik.gif","https://projectpokemon.org/images/shiny-sprite/eelektrik.gif"
"eelektross","604","They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean.","21","805","electric","levitate","tynamo|eelektrik|eelektross","False","False","False","30","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/eelektross.gif","https://projectpokemon.org/images/shiny-sprite/eelektross.gif"
"elgyem","605","This Pokémon was discovered about 50 years
ago. Its highly developed brain enables it to
exert its psychic powers.","5","90","psychic","telepathy|synchronize|analytic","elgyem|beheeyem","False","False","False","255","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/elgyem.gif","https://projectpokemon.org/images/shiny-sprite/elgyem.gif"
"beheeyem","606","Sometimes found drifting above wheat fields,
this Pokémon can control the memories of
its opponents.","10","345","psychic","telepathy|synchronize|analytic","elgyem|beheeyem","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/beheeyem.gif","https://projectpokemon.org/images/shiny-sprite/beheeyem.gif"
"litwick","607","The younger the life this Pokémon absorbs,
the brighter and eerier the flame on its
head burns.","3","31","ghost|fire","flash-fire|flame-body|infiltrator","litwick|lampent|chandelure","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/litwick.gif","https://projectpokemon.org/images/shiny-sprite/litwick.gif"
"lampent","608","It lurks in cities, pretending to be a lamp.
Once it finds someone whose death is near,
it will trail quietly after them.","6","130","ghost|fire","flash-fire|flame-body|infiltrator","litwick|lampent|chandelure","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/lampent.gif","https://projectpokemon.org/images/shiny-sprite/lampent.gif"
"chandelure","609","In homes illuminated by Chandelure instead of
lights, funerals were a constant occurrence—
or so it’s said.","10","343","ghost|fire","flash-fire|flame-body|infiltrator","litwick|lampent|chandelure","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/chandelure.gif","https://projectpokemon.org/images/shiny-sprite/chandelure.gif"
"axew","610","They play with each other by knocking their large
tusks together. Their tusks break sometimes, but
they grow back so quickly that it isn’t a concern.","6","180","dragon","rivalry|mold-breaker|unnerve","axew|fraxure|haxorus","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/axew.gif","https://projectpokemon.org/images/shiny-sprite/axew.gif"
"fraxure","611","Its skin is as hard as a suit of armor. Fraxure’s
favorite strategy is to tackle its opponents,
stabbing them with its tusks at the same time.","10","360","dragon","rivalry|mold-breaker|unnerve","axew|fraxure|haxorus","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/fraxure.gif","https://projectpokemon.org/images/shiny-sprite/fraxure.gif"
"haxorus","612","While usually kindhearted, it can be terrifying if
angered. Tusks that can slice through steel beams
are how Haxorus deals with its adversaries.","18","1055","dragon","rivalry|mold-breaker|unnerve","axew|fraxure|haxorus","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/haxorus.gif","https://projectpokemon.org/images/shiny-sprite/haxorus.gif"
"cubchoo","613","It sniffles before performing a move, using its
frosty snot to provide an icy element to any
move that needs it.","5","85","ice","snow-cloak|slush-rush|rattled","cubchoo|beartic","False","False","False","120","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/cubchoo.gif","https://projectpokemon.org/images/shiny-sprite/cubchoo.gif"
"beartic","614","It swims energetically through frigid seas.
When it gets tired, it freezes the seawater
with its breath so it can rest on the ice.","26","2600","ice","snow-cloak|slush-rush|swift-swim","cubchoo|beartic","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/beartic.gif","https://projectpokemon.org/images/shiny-sprite/beartic.gif"
"cryogonal","615","They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit.","11","1480","ice","levitate","cryogonal","False","False","False","25","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/cryogonal.gif","https://projectpokemon.org/images/shiny-sprite/cryogonal.gif"
"shelmet","616","It has a strange physiology that responds to
electricity. When together with Karrablast,
Shelmet evolves for some reason.","4","77","bug","hydration|shell-armor|overcoat","shelmet|accelgor","False","False","False","200","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/shelmet.gif","https://projectpokemon.org/images/shiny-sprite/shelmet.gif"
"accelgor","617","Discarding its shell made it nimble. To keep
itself from dehydrating, it wraps its body in
bands of membrane.","8","253","bug","hydration|sticky-hold|unburden","shelmet|accelgor","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/accelgor.gif","https://projectpokemon.org/images/shiny-sprite/accelgor.gif"
"stunfisk","618","Its conspicuous lips lure prey in as it lies in wait in
the mud. When prey gets close, Stunfisk clamps
its jagged steel fins down on them.","7","110","ground|electric","static|limber|sand-veil","stunfisk","False","False","False","75","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/stunfisk.gif","https://projectpokemon.org/images/shiny-sprite/stunfisk.gif"
"mienfoo","619","Though small, Mienfoo’s temperament is fierce.
Any creature that approaches Mienfoo carelessly
will be greeted with a flurry of graceful attacks.","9","200","fighting","inner-focus|regenerator|reckless","mienfoo|mienshao","False","False","False","180","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/mienfoo.gif","https://projectpokemon.org/images/shiny-sprite/mienfoo.gif"
"mienshao","620","Delivered at blinding speeds, kicks from this
Pokémon can shatter massive boulders into
tiny pieces.","14","355","fighting","inner-focus|regenerator|reckless","mienfoo|mienshao","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/mienshao.gif","https://projectpokemon.org/images/shiny-sprite/mienshao.gif"
"druddigon","621","Druddigon are vicious and cunning. They take up
residence in nests dug out by other Pokémon,
treating the stolen nests as their own lairs.","16","1390","dragon","rough-skin|sheer-force|mold-breaker","druddigon","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/druddigon.gif","https://projectpokemon.org/images/shiny-sprite/druddigon.gif"
"golett","622","This Pokémon was created from clay. It received
orders from its master many thousands of years
ago, and it still follows those orders to this day.","10","920","ground|ghost","iron-fist|klutz|no-guard","golett|golurk","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/golett.gif","https://projectpokemon.org/images/shiny-sprite/golett.gif"
"golurk","623","There’s a theory that inside Golurk is a perpetual
motion machine that produces limitless energy,
but this belief hasn’t been proven.","28","3300","ground|ghost","iron-fist|klutz|no-guard","golett|golurk","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/golurk.gif","https://projectpokemon.org/images/shiny-sprite/golurk.gif"
"pawniard","624","A pack of these Pokémon forms to serve a
Bisharp boss. Each Pawniard trains diligently,
dreaming of one day taking the lead.","5","102","dark|steel","defiant|inner-focus|pressure","pawniard|bisharp","False","False","False","120","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/pawniard.gif","https://projectpokemon.org/images/shiny-sprite/pawniard.gif"
"bisharp","625","Violent conflicts erupt between Bisharp and
Fraxure over places where sharpening stones
can be found.","16","700","dark|steel","defiant|inner-focus|pressure","pawniard|bisharp","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/bisharp.gif","https://projectpokemon.org/images/shiny-sprite/bisharp.gif"
"bouffalant","626","These Pokémon live in herds of about 20
individuals. Bouffalant that betray the herd will
lose the hair on their heads for some reason.","16","946","normal","reckless|sap-sipper|soundproof","bouffalant","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/bouffalant.gif","https://projectpokemon.org/images/shiny-sprite/bouffalant.gif"
"rufflet","627","A combative Pokémon, it’s ready to pick a fight
with anyone. It has talons that can crush
hard berries.","5","105","normal|flying","keen-eye|sheer-force|hustle","rufflet|braviary","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/rufflet.gif","https://projectpokemon.org/images/shiny-sprite/rufflet.gif"
"braviary","628","Because this Pokémon is hotheaded and
belligerent, it’s Corviknight that’s taken
the role of transportation in Galar.","15","410","normal|flying","keen-eye|sheer-force|defiant","rufflet|braviary","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/braviary.gif","https://projectpokemon.org/images/shiny-sprite/braviary.gif"
"vullaby","629","Vullaby grow quickly. Bones that have gotten too
small for older Vullaby to wear often get passed
down to younger ones in the nest.","5","90","dark|flying","big-pecks|overcoat|weak-armor","vullaby|mandibuzz","False","False","False","190","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/vullaby.gif","https://projectpokemon.org/images/shiny-sprite/vullaby.gif"
"mandibuzz","630","They adorn themselves with bones. There seem
to be fashion trends among them, as different
bones come into and fall out of popularity.","12","395","dark|flying","big-pecks|overcoat|weak-armor","vullaby|mandibuzz","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/mandibuzz.gif","https://projectpokemon.org/images/shiny-sprite/mandibuzz.gif"
"heatmor","631","A flame serves as its tongue, melting through the
hard shell of Durant so that Heatmor can devour
their insides.","14","580","fire","gluttony|flash-fire|white-smoke","heatmor","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/heatmor.gif","https://projectpokemon.org/images/shiny-sprite/heatmor.gif"
"durant","632","With their large mandibles, these Pokémon can
crunch their way through rock. They work
together to protect their eggs from Sandaconda.","3","330","bug|steel","swarm|hustle|truant","durant","False","False","False","90","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/durant.gif","https://projectpokemon.org/images/shiny-sprite/durant.gif"
"deino","633","Because it can’t see, this Pokémon is constantly
biting at everything it touches, trying to keep
track of its surroundings.","8","173","dark|dragon","hustle","deino|zweilous|hydreigon","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/deino.gif","https://projectpokemon.org/images/shiny-sprite/deino.gif"
"zweilous","634","Their two heads will fight each other over a
single piece of food. Zweilous are covered in
scars even without battling others.","14","500","dark|dragon","hustle","deino|zweilous|hydreigon","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/zweilous.gif","https://projectpokemon.org/images/shiny-sprite/zweilous.gif"
"hydreigon","635","The three heads take turns sinking their teeth into
the opponent. Their attacks won’t slow until their
target goes down.","18","1600","dark|dragon","levitate","deino|zweilous|hydreigon","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/hydreigon.gif","https://projectpokemon.org/images/shiny-sprite/hydreigon.gif"
"larvesta","636","Larvesta’s body is warm all over. It spouts fire
from the tips of its horns to intimidate predators
and scare prey.","11","288","bug|fire","flame-body|swarm","larvesta|volcarona","False","False","False","45","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/larvesta.gif","https://projectpokemon.org/images/shiny-sprite/larvesta.gif"
"volcarona","637","This Pokémon emerges from a cocoon formed of
raging flames. Ancient murals depict Volcarona as
a deity of fire.","16","460","bug|fire","flame-body|swarm","larvesta|volcarona","False","False","False","15","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/volcarona.gif","https://projectpokemon.org/images/shiny-sprite/volcarona.gif"
"cobalion","638","It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon.","21","2500","steel|fighting","justified","cobalion","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/cobalion.gif","https://projectpokemon.org/images/shiny-sprite/cobalion.gif"
"terrakion","639","Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon.","19","2600","rock|fighting","justified","terrakion","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/terrakion.gif","https://projectpokemon.org/images/shiny-sprite/terrakion.gif"
"virizion","640","Legends say this Pokémon confounded opponents
with its swift movements.","20","2000","grass|fighting","justified","virizion","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/virizion.gif","https://projectpokemon.org/images/shiny-sprite/virizion.gif"
"tornadus-incarnate","641","Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away.","15","630","flying","prankster|defiant","tornadus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/tornadus-incarnate.gif","https://projectpokemon.org/images/shiny-sprite/tornadus-incarnate.gif"
"thundurus-incarnate","642","As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked.","15","610","electric|flying","prankster|defiant","thundurus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/thundurus-incarnate.gif","https://projectpokemon.org/images/shiny-sprite/thundurus-incarnate.gif"
"reshiram","643","According to myth, if people ignore truth and
let themselves become consumed by greed,
Reshiram will arrive to burn their kingdoms down.","32","3300","dragon|fire","turboblaze","reshiram","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/reshiram.gif","https://projectpokemon.org/images/shiny-sprite/reshiram.gif"
"zekrom","644","Mythology tells us that if people lose the
righteousness in their hearts, their kingdoms
will be razed by Zekrom’s lightning.","29","3450","dragon|electric","teravolt","zekrom","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/zekrom.gif","https://projectpokemon.org/images/shiny-sprite/zekrom.gif"
"landorus-incarnate","645","From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant.","15","680","ground|flying","sand-force|sheer-force","landorus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/landorus-incarnate.gif","https://projectpokemon.org/images/shiny-sprite/landorus-incarnate.gif"
"kyurem","646","The sameness of Zekrom’s and Kyurem’s genes
allowed Kyurem to absorb Zekrom. Kyurem can
now use the power of both electricity and ice.","30","3250","dragon|ice","pressure","kyurem","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/kyurem.gif","https://projectpokemon.org/images/shiny-sprite/kyurem.gif"
"keldeo-ordinary","647","When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow.","14","485","water|fighting","justified","keldeo","False","True","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/keldeo-ordinary.gif","https://projectpokemon.org/images/shiny-sprite/keldeo-ordinary.gif"
"meloetta-aria","648","Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it.","6","65","normal|psychic","serene-grace","meloetta","False","True","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/meloetta-aria.gif","https://projectpokemon.org/images/shiny-sprite/meloetta-aria.gif"
"genesect","649","This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back.","15","825","bug|steel","download","genesect","False","True","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/genesect.gif","https://projectpokemon.org/images/shiny-sprite/genesect.gif"
"chespin","650","Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it.","4","90","grass","overgrow|bulletproof","chespin|quilladin|chesnaught","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/chespin.gif","https://projectpokemon.org/images/shiny-sprite/chespin.gif"
"quilladin","651","They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights.","7","290","grass","overgrow|bulletproof","chespin|quilladin|chesnaught","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/quilladin.gif","https://projectpokemon.org/images/shiny-sprite/quilladin.gif"
"chesnaught","652","When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast.","16","900","grass|fighting","overgrow|bulletproof","chespin|quilladin|chesnaught","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/chesnaught.gif","https://projectpokemon.org/images/shiny-sprite/chesnaught.gif"
"fennekin","653","As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears.","4","94","fire","blaze|magician","fennekin|braixen|delphox","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/fennekin.gif","https://projectpokemon.org/images/shiny-sprite/fennekin.gif"
"braixen","654","When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies.","10","145","fire","blaze|magician","fennekin|braixen|delphox","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/braixen.gif","https://projectpokemon.org/images/shiny-sprite/braixen.gif"
"delphox","655","Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame.","15","390","fire|psychic","blaze|magician","fennekin|braixen|delphox","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/delphox.gif","https://projectpokemon.org/images/shiny-sprite/delphox.gif"
"froakie","656","It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings.","3","70","water","torrent|protean","froakie|frogadier|greninja","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/froakie.gif","https://projectpokemon.org/images/shiny-sprite/froakie.gif"
"frogadier","657","Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time.","6","109","water","torrent|protean","froakie|frogadier|greninja","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/frogadier.gif","https://projectpokemon.org/images/shiny-sprite/frogadier.gif"
"greninja","658","It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water.","15","400","water|dark","torrent|protean","froakie|frogadier|greninja","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/greninja.gif","https://projectpokemon.org/images/shiny-sprite/greninja.gif"
"bunnelby","659","It’s very sensitive to danger. The sound of
Corviknight’s flapping will have Bunnelby
digging a hole to hide underground in moments.","4","50","normal","pickup|cheek-pouch|huge-power","bunnelby|diggersby","False","False","False","255","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/bunnelby.gif","https://projectpokemon.org/images/shiny-sprite/bunnelby.gif"
"diggersby","660","The fur on its belly retains heat exceptionally
well. People used to make heavy winter clothing
from fur shed by this Pokémon.","10","424","normal|ground","pickup|cheek-pouch|huge-power","bunnelby|diggersby","False","False","False","127","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/diggersby.gif","https://projectpokemon.org/images/shiny-sprite/diggersby.gif"
"fletchling","661","When this Pokémon gets excited, its body
temperature increases sharply. If you touch a
Fletchling with bare hands, you might get burned.","3","17","normal|flying","big-pecks|gale-wings","fletchling|fletchinder|talonflame","False","False","False","255","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/fletchling.gif","https://projectpokemon.org/images/shiny-sprite/fletchling.gif"
"fletchinder","662","Fletchinder are exceedingly territorial and
aggressive. These Pokémon fight among
themselves over feeding grounds.","7","160","fire|flying","flame-body|gale-wings","fletchling|fletchinder|talonflame","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/fletchinder.gif","https://projectpokemon.org/images/shiny-sprite/fletchinder.gif"
"talonflame","663","Talonflame dives toward prey at speeds of up to
310 mph and assaults them with powerful kicks,
giving the prey no chance to escape.","12","245","fire|flying","flame-body|gale-wings","fletchling|fletchinder|talonflame","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/talonflame.gif","https://projectpokemon.org/images/shiny-sprite/talonflame.gif"
"scatterbug","664","The powder that covers its body
regulates its temperature, so it
can live in any region or climate.","3","25","bug","shield-dust|compound-eyes|friend-guard","scatterbug|spewpa|vivillon","False","False","False","255","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/scatterbug.gif","https://projectpokemon.org/images/shiny-sprite/scatterbug.gif"
"spewpa","665","The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder.","3","84","bug","shed-skin|friend-guard","scatterbug|spewpa|vivillon","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/spewpa.gif","https://projectpokemon.org/images/shiny-sprite/spewpa.gif"
"vivillon","666","The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales.","12","170","bug|flying","shield-dust|compound-eyes|friend-guard","scatterbug|spewpa|vivillon","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/vivillon.gif","https://projectpokemon.org/images/shiny-sprite/vivillon.gif"
"litleo","667","This hot-blooded Pokémon is filled with
curiosity. When it gets angry or starts
fighting, its short mane gets hot.","6","135","fire|normal","rivalry|unnerve|moxie","litleo|pyroar","False","False","False","220","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/litleo.gif","https://projectpokemon.org/images/shiny-sprite/litleo.gif"
"pyroar","668","The temperature of its breath is over 10,000
degrees Fahrenheit, but Pyroar doesn’t use it on
its prey. This Pokémon prefers to eat raw meat.","15","815","fire|normal","rivalry|unnerve|moxie","litleo|pyroar","False","False","False","65","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pyroar.gif","https://projectpokemon.org/images/shiny-sprite/pyroar.gif"
"flabebe","669","Flabébé wears a crown made from pollen it’s
collected from its flower. The crown has hidden
healing properties.","1","1","fairy","flower-veil|symbiosis","flabebe|floette|florges","False","False","False","225","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/flabebe.gif","https://projectpokemon.org/images/shiny-sprite/flabebe.gif"
"floette","670","It gives its own power to flowers, pouring its
heart into caring for them. Floette never forgives
anyone who messes up a flower bed.","2","9","fairy","flower-veil|symbiosis","flabebe|floette|florges","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/floette.gif","https://projectpokemon.org/images/shiny-sprite/floette.gif"
"florges","671","Its life can span several hundred years. It’s said
to devote its entire life to protecting gardens.","11","100","fairy","flower-veil|symbiosis","flabebe|floette|florges","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/florges.gif","https://projectpokemon.org/images/shiny-sprite/florges.gif"
"skiddo","672","If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back.","9","310","grass","sap-sipper|grass-pelt","skiddo|gogoat","False","False","False","200","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/skiddo.gif","https://projectpokemon.org/images/shiny-sprite/skiddo.gif"
"gogoat","673","They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns.","17","910","grass","sap-sipper|grass-pelt","skiddo|gogoat","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/gogoat.gif","https://projectpokemon.org/images/shiny-sprite/gogoat.gif"
"pancham","674","Wanting to make sure it’s taken seriously,
Pancham’s always giving others a glare.
But if it’s not focusing, it ends up smiling.","6","80","fighting","iron-fist|mold-breaker|scrappy","pancham|pangoro","False","False","False","220","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pancham.gif","https://projectpokemon.org/images/shiny-sprite/pancham.gif"
"pangoro","675","Using its leaf, Pangoro can predict the moves of
its opponents. It strikes with punches that can
turn a dump truck into scrap with just one hit.","21","1360","fighting|dark","iron-fist|mold-breaker|scrappy","pancham|pangoro","False","False","False","65","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pangoro.gif","https://projectpokemon.org/images/shiny-sprite/pangoro.gif"
"furfrou","676","Left alone, its fur will grow longer and longer,
but it will only allow someone it trusts to cut it.","12","280","normal","fur-coat","furfrou","False","False","False","160","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/furfrou.gif","https://projectpokemon.org/images/shiny-sprite/furfrou.gif"
